step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
2369,9695304,18952,0.006643513122981952,0.875,0.875,0.008521484665710495,0.75,0.75,,
2370,9699600,18960,0.004442939330372689,0.875,0.875,,,,,
2371,9704856,18968,0.005826810213791214,0.75,0.75,,,,,
2372,9708768,18976,0.005530531680131069,1.0,1.0,,,,,
2373,9713000,18984,0.006962714645256488,0.875,0.875,,,,,
2374,9715760,18992,0.006864756785088239,1.0,1.0,,,,,
2375,9720952,19000,0.005781369235921271,1.0,1.0,,,,,
2376,9724608,19008,0.005497381627325279,0.75,0.75,,,,,
2377,9727048,19016,0.005855564335450951,0.875,0.875,0.006828513300713672,0.875,0.875,,
2378,9730128,19024,0.005930233865057556,0.75,0.75,,,,,
2379,9734232,19032,0.006574703730906117,0.875,0.875,,,,,
2380,9738848,19040,0.005925237891806951,1.0,1.0,,,,,
2381,9742120,19048,0.0074427252600321285,0.75,0.75,,,,,
2382,9745200,19056,0.007476726919226129,0.875,0.875,,,,,
2383,9749176,19064,0.0045104392320511055,1.0,1.0,,,,,
2384,9753472,19072,0.006580377065927949,0.75,0.75,,,,,
2385,9756488,19080,0.00370391380486417,0.875,0.875,0.007500568697582659,0.75,0.75,,
2386,9758864,19088,0.006060820649668745,0.75,0.75,,,,,
2387,9761944,19096,0.0071749604744041065,1.0,1.0,,,,,
2388,9765408,19104,0.005528858028895227,0.875,0.875,,,,,
2389,9768936,19112,0.004558927621184976,1.0,1.0,,,,,
2390,9773744,19120,0.006788696972500793,0.75,0.75,,,,,
2391,9778168,19128,0.005038542022949487,1.0,1.0,,,,,
2392,9781568,19136,0.005517609043043588,0.875,0.875,,,,,
2393,9786440,19144,0.005682669016676215,0.75,0.75,0.0071961910912367675,0.875,0.875,,
2394,9791056,19152,0.0036912822790765645,1.0,1.0,,,,,
2395,9794904,19160,0.00936132414390958,0.875,0.875,,,,,
2396,9799136,19168,0.004762740576179689,0.875,0.875,,,,,
2397,9804136,19176,0.006006622189783777,0.75,0.75,,,,,
2398,9808624,19184,0.004960956045595392,0.75,0.75,,,,,
2399,9813048,19192,0.007259697499737286,0.875,0.875,,,,,
2400,9817408,19200,0.0072780740307547016,1.0,1.0,,,,,
2401,9821512,19208,0.003998656707968863,1.0,1.0,0.007446111002884736,0.875,0.875,,
2402,9826960,19216,0.004229777726199661,1.0,1.0,,,,,
2403,9831512,19224,0.003703638691256826,1.0,1.0,,,,,
2404,9835936,19232,0.003906774229969591,1.0,1.0,,,,,
2405,9838888,19240,0.008449467027743286,1.0,1.0,,,,,
2406,9841776,19248,0.007087469857763783,0.625,0.625,,,,,
2407,9845240,19256,0.004291465546654137,0.875,0.875,,,,,
2408,9849024,19264,0.006107567299097436,0.875,0.875,,,,,
2409,9853320,19272,0.003738290064789637,1.0,1.0,0.009451288700581805,0.875,0.875,,
2410,9856912,19280,0.0045410234048035335,0.875,0.875,,,,,
2411,9859928,19288,0.008339349997777445,0.75,0.75,,,,,
2412,9864224,19296,0.008736732325728804,1.0,1.0,,,,,
2413,9867624,19304,0.005436377980237738,0.875,0.875,,,,,
2414,9871472,19312,0.005828007225897263,1.0,1.0,,,,,
2415,9874680,19320,0.00534109222845403,0.875,0.875,,,,,
2416,9880128,19328,0.0055071284963749915,0.875,0.875,,,,,
2417,9883784,19336,0.0047987831270042206,1.0,1.0,0.008457205984827866,0.625,0.625,,
2418,9888016,19344,0.00627492083129879,1.0,1.0,,,,,
2419,9892312,19352,0.002639898298929742,1.0,1.0,,,,,
2420,9895840,19360,0.0063242399589878845,0.875,0.875,,,,,
2421,9899368,19368,0.004988608327466966,1.0,1.0,,,,,
2422,9902384,19376,0.005632820839092461,1.0,1.0,,,,,
2423,9906808,19384,0.005605994837509029,1.0,1.0,,,,,
2424,9910592,19392,0.004379555593787084,0.75,0.75,,,,,
2425,9915528,19400,0.005142930000695124,1.0,1.0,0.005410681747506219,0.625,0.625,,
2426,9919376,19408,0.0050930134244328235,0.875,0.875,,,,,
2427,9922584,19416,0.005961130328756336,0.75,0.75,,,,,
2428,9926432,19424,0.004471496297444201,1.0,1.0,,,,,
2429,9930280,19432,0.0077239015330344,0.875,0.875,,,,,
2430,9934256,19440,0.00515373294754105,0.875,0.875,,,,,
2431,9938360,19448,0.0028481363104784145,0.875,0.875,,,,,
2432,9941888,19456,0.005440011871713615,0.875,0.875,,,,,
2433,9945160,19464,0.00612671087532644,1.0,1.0,0.007254714992511624,0.875,0.875,,
2434,9947728,19472,0.005819735579602828,0.875,0.875,,,,,
2435,9951576,19480,0.005801875628521074,1.0,1.0,,,,,
2436,9954784,19488,0.005686917702812509,1.0,1.0,,,,,
2437,9958824,19496,0.007852323049174834,1.0,1.0,,,,,
2438,9964144,19504,0.0039169071986796785,0.875,0.875,,,,,
2439,9967928,19512,0.007281315874987971,1.0,1.0,,,,,
2440,9974080,19520,0.00416267672218281,0.875,0.875,,,,,
2441,9977480,19528,0.006616449107586795,1.0,1.0,0.003915694977212971,0.75,0.75,,
2442,9980752,19536,0.006353709104529494,1.0,1.0,,,,,
2443,9983960,19544,0.007291416355619419,0.75,0.75,,,,,
2444,9987936,19552,0.0074810550852014894,0.5,0.5,,,,,
2445,9991528,19560,0.006595738414426779,0.875,0.875,,,,,
2446,9995568,19568,0.004186187051208205,1.0,1.0,,,,,
2447,9998712,19576,0.006327869699493891,0.875,0.875,,,,,
2448,10003776,19584,0.005716501101419441,0.875,0.875,,,,,
2449,10007048,19592,0.005178471216238128,1.0,1.0,0.0069550748768665415,0.75,0.75,,
2450,10011344,19600,0.008477014563620794,0.875,0.875,,,,,
2451,10016024,19608,0.005848315971972124,0.875,0.875,,,,,
2452,10021472,19616,0.005278594643916474,1.0,1.0,,,,,
2453,10025000,19624,0.004252781937735772,1.0,1.0,,,,,
2454,10028016,19632,0.004824605597337557,1.0,1.0,,,,,
2455,10031672,19640,0.003604781449125642,1.0,1.0,,,,,
2456,10035904,19648,0.006863444324945255,1.0,1.0,,,,,
2457,10039368,19656,0.004921352364556847,1.0,1.0,0.006688373082243085,0.75,0.75,,
2458,10042960,19664,0.0031135796846944556,1.0,1.0,,,,,
2459,10046488,19672,0.008032964792911747,0.875,0.875,,,,,
2460,10051104,19680,0.006333458998225301,0.75,0.75,,,,,
2461,10054824,19688,0.008918303049936517,0.875,0.875,,,,,
2462,10060144,19696,0.004268413841595835,0.75,0.75,,,,,
2463,10064376,19704,0.00841077382074127,1.0,1.0,,,,,
2464,10068608,19712,0.006864436905082273,0.75,0.75,,,,,
2465,10072584,19720,0.007279831121087393,0.625,0.625,0.004915176927463231,1.0,1.0,,
2466,10076688,19728,0.004023238844768627,0.875,0.875,,,,,
2467,10080664,19736,0.007508277695352946,0.875,0.875,,,,,
2468,10084384,19744,0.0064899926244656745,0.875,0.875,,,,,
2469,10088232,19752,0.007070850134055635,0.875,0.875,,,,,
2470,10091888,19760,0.005526580508001914,0.75,0.75,,,,,
2471,10095224,19768,0.006011003802634044,1.0,1.0,,,,,
2472,10100096,19776,0.005961999385194527,0.875,0.875,,,,,
2473,10104456,19784,0.006187579076840039,0.875,0.875,0.012529575146893665,0.625,0.625,,
2474,10108624,19792,0.007607571196390772,1.0,1.0,,,,,
2475,10112024,19800,0.005462538901794265,1.0,1.0,,,,,
2476,10115808,19808,0.004890207152694732,0.875,0.875,,,,,
2477,10118248,19816,0.006049055818365036,0.625,0.625,,,,,
2478,10121904,19824,0.005332090783259176,1.0,1.0,,,,,
2479,10125304,19832,0.007562389701594112,0.625,0.625,,,,,
2480,10129216,19840,0.004681125447745277,1.0,1.0,,,,,
2481,10133576,19848,0.007621133523825265,0.75,0.75,0.007431903077647338,1.0,1.0,,
2482,10137808,19856,0.006433557965517286,1.0,1.0,,,,,
2483,10142552,19864,0.00647398592024612,0.875,0.875,,,,,
2484,10146336,19872,0.006491260577436233,0.875,0.875,,,,,
2485,10149352,19880,0.006827759749119327,1.0,1.0,,,,,
2486,10152880,19888,0.004832755714269188,0.875,0.875,,,,,
2487,10157880,19896,0.004374937748222574,0.875,0.875,,,,,
2488,10161664,19904,0.0036191318748627307,0.875,0.875,,,,,
2489,10166280,19912,0.003948502266163818,1.0,1.0,0.008876471250439414,0.75,0.75,,
2490,10170320,19920,0.0054976130907825665,1.0,1.0,,,,,
2491,10173784,19928,0.00620389155995494,1.0,1.0,,,,,
2492,10176864,19936,0.005804094820589426,0.875,0.875,,,,,
2493,10180584,19944,0.008378678893690438,0.75,0.75,,,,,
2494,10183984,19952,0.004980663296924612,0.875,0.875,,,,,
2495,10188536,19960,0.010522672536574705,0.875,0.875,,,,,
2496,10192512,19968,0.005514814754498659,1.0,1.0,,,,,
2497,10196680,19976,0.0031462426408332845,1.0,1.0,0.0062464432231245925,0.875,0.875,,
2498,10201040,19984,0.004012750320075987,0.875,0.875,,,,,
2499,10204440,19992,0.007333393237908536,1.0,1.0,,,,,
2500,10207584,20000,0.0057952609535020325,1.0,1.0,,,,,
2501,10210536,20008,0.009782353853670607,0.875,0.875,,,,,
2502,10215216,20016,0.005578133799864014,0.875,0.875,,,,,
2503,10218040,20024,0.006290098085882034,1.0,1.0,,,,,
2504,10221632,20032,0.004424961077015867,1.0,1.0,,,,,
2505,10225736,20040,0.004610197036306156,1.0,1.0,0.006994659242389752,0.875,0.875,,
2506,10228624,20048,0.007012783539034411,1.0,1.0,,,,,
2507,10233304,20056,0.004263203227386495,1.0,1.0,,,,,
2508,10236960,20064,0.007647520133265368,0.875,0.875,,,,,
2509,10240744,20072,0.005258577574113623,1.0,1.0,,,,,
2510,10244144,20080,0.0059082906859238464,1.0,1.0,,,,,
2511,10246520,20088,0.010607062453515524,0.5,0.5,,,,,
2512,10251392,20096,0.0035564795532079404,1.0,1.0,,,,,
2513,10255112,20104,0.0032235852627440623,1.0,1.0,0.006591296210627052,0.625,0.625,,
2514,10259408,20112,0.004133784772886879,0.875,0.875,,,,,
2515,10265368,20120,0.0028927150879801233,1.0,1.0,,,,,
2516,10268320,20128,0.006568988497904018,0.75,0.75,,,,,
2517,10272616,20136,0.005594234870728853,0.875,0.875,,,,,
2518,10277488,20144,0.005526962067720217,0.875,0.875,,,,,
2519,10281336,20152,0.004772282370371264,0.75,0.75,,,,,
2520,10283520,20160,0.004399975875061713,1.0,1.0,,,,,
2521,10286856,20168,0.0049572684052023456,0.875,0.875,0.003813568701309402,0.875,0.875,,
2522,10292112,20176,0.005939830858726575,0.625,0.625,,,,,
2523,10296216,20184,0.004771182499158169,1.0,1.0,,,,,
2524,10301472,20192,0.007904036201517656,0.875,0.875,,,,,
2525,10305640,20200,0.005723805688807708,0.875,0.875,,,,,
2526,10309168,20208,0.006375878894600176,1.0,1.0,,,,,
2527,10313400,20216,0.004763573662961573,0.625,0.625,,,,,
2528,10316800,20224,0.005983302369620151,0.875,0.875,,,,,
2529,10319880,20232,0.007847170070878937,1.0,1.0,0.0056866226916007356,1.0,1.0,,
2530,10324560,20240,0.007548411911016204,0.875,0.875,,,,,
2531,10328728,20248,0.004408095313758097,1.0,1.0,,,,,
2532,10332576,20256,0.006755674125624346,0.875,0.875,,,,,
2533,10335656,20264,0.006648267822311771,0.875,0.875,,,,,
2534,10339056,20272,0.006498120615496751,0.875,0.875,,,,,
2535,10344184,20280,0.005740127868578688,0.875,0.875,,,,,
2536,10348288,20288,0.0045680055243721585,0.875,0.875,,,,,
2537,10351752,20296,0.005065747280055015,0.875,0.875,0.0077074147335586965,0.875,0.875,,
2538,10355920,20304,0.004247622452787289,1.0,1.0,,,,,
2539,10359576,20312,0.007086327987515188,0.75,0.75,,,,,
2540,10362912,20320,0.007504567517219312,0.875,0.875,,,,,
2541,10366568,20328,0.00340830694226896,1.0,1.0,,,,,
2542,10372912,20336,0.0069131715232859554,1.0,1.0,,,,,
2543,10376248,20344,0.003986914567408068,1.0,1.0,,,,,
2544,10381824,20352,0.006247157669875849,1.0,1.0,,,,,
2545,10385672,20360,0.005345345573403633,0.875,0.875,0.005454009548049078,0.875,0.875,,
2546,10389520,20368,0.005436337523638286,0.875,0.875,,,,,
2547,10393368,20376,0.0053621086718988135,0.875,0.875,,,,,
2548,10398560,20384,0.0058258568687835225,0.875,0.875,,,,,
2549,10402408,20392,0.004600168791531525,1.0,1.0,,,,,
2550,10405424,20400,0.005090240556025613,1.0,1.0,,,,,
2551,10409464,20408,0.005658879740498186,1.0,1.0,,,,,
2552,10413440,20416,0.005130455831946105,0.875,0.875,,,,,
2553,10417608,20424,0.004902815540597069,1.0,1.0,0.005086671748378248,1.0,1.0,,
2554,10421520,20432,0.006400515049842989,1.0,1.0,,,,,
2555,10425432,20440,0.005199922915599751,0.875,0.875,,,,,
2556,10430432,20448,0.0064374772532863785,0.75,0.75,,,,,
2557,10433448,20456,0.005010289105826792,1.0,1.0,,,,,
2558,10437296,20464,0.005310183442796321,0.875,0.875,,,,,
2559,10441080,20472,0.00566039158433531,1.0,1.0,,,,,
2560,10444992,20480,0.004090086046743743,1.0,1.0,,,,,
2561,10449224,20488,0.0048213403760200635,1.0,1.0,0.004287426195576086,1.0,1.0,,
2562,10453520,20496,0.0035149828075739394,0.875,0.875,,,,,
2563,10458648,20504,0.0032010713863868624,0.75,0.75,,,,,
2564,10462816,20512,0.003946568074146858,0.875,0.875,,,,,
2565,10468136,20520,0.004228462028029227,1.0,1.0,,,,,
2566,10471344,20528,0.0034994982181280245,1.0,1.0,,,,,
2567,10475192,20536,0.007045280725709729,0.75,0.75,,,,,
2568,10478080,20544,0.0044692336818727245,0.875,0.875,,,,,
2569,10480776,20552,0.004529416557572636,0.75,0.75,0.007545888510954179,0.75,0.75,,
2570,10484688,20560,0.00601996580865311,1.0,1.0,,,,,
2571,10489368,20568,0.005778261941765811,0.75,0.75,,,,,
2572,10493152,20576,0.006259498598583781,0.625,0.625,,,,,
2573,10497000,20584,0.002781187096304823,1.0,1.0,,,,,
2574,10501424,20592,0.005814876599186452,0.75,0.75,,,,,
2575,10505528,20600,0.006204489440597839,1.0,1.0,,,,,
2576,10509120,20608,0.008798385308441068,0.875,0.875,,,,,
2577,10512136,20616,0.004641016135988338,0.875,0.875,0.0083254904793037,0.75,0.75,,
2578,10516368,20624,0.00708945206276768,0.875,0.875,,,,,
2579,10520024,20632,0.0057312581227254985,1.0,1.0,,,,,
2580,10524960,20640,0.007620919198897114,0.875,0.875,,,,,
2581,10528616,20648,0.005614071613550689,0.875,0.875,,,,,
2582,10532464,20656,0.00570858728926882,0.75,0.75,,,,,
2583,10536184,20664,0.008335107394628094,0.75,0.75,,,,,
2584,10539776,20672,0.0059194840224406405,0.875,0.875,,,,,
2585,10543816,20680,0.006409751096053281,0.875,0.875,0.004820559561266662,0.875,0.875,,
2586,10546640,20688,0.008230616998865216,0.75,0.75,,,,,
2587,10550744,20696,0.004307934565062134,1.0,1.0,,,,,
2588,10553568,20704,0.005137701002845149,0.875,0.875,,,,,
2589,10556456,20712,0.005125352576241272,0.875,0.875,,,,,
2590,10558960,20720,0.007705281940349944,0.75,0.75,,,,,
2591,10563640,20728,0.006195927449517388,0.75,0.75,,,,,
2592,10568000,20736,0.006764042082623752,1.0,1.0,,,,,
2593,10571848,20744,0.0064083855079189135,1.0,1.0,0.01246062514056799,0.625,0.625,,
2594,10575376,20752,0.005914168104976462,0.625,0.625,,,,,
2595,10579672,20760,0.004197610636171463,1.0,1.0,,,,,
2596,10583776,20768,0.006077565746484137,0.875,0.875,,,,,
2597,10587496,20776,0.0038142852816448335,0.875,0.875,,,,,
2598,10590256,20784,0.005115011457126837,1.0,1.0,,,,,
2599,10596408,20792,0.0037560345310572083,0.875,0.875,,,,,
2600,10599680,20800,0.004824812036816074,1.0,1.0,,,,,
2601,10604296,20808,0.004636089520937661,0.625,0.625,0.006091847205139077,0.875,0.875,,
2602,10607440,20816,0.007861844085600868,1.0,1.0,,,,,
2603,10612248,20824,0.00774743878412397,1.0,1.0,,,,,
2604,10616224,20832,0.005365220989937034,0.875,0.875,,,,,
2605,10621928,20840,0.0026773289097358137,1.0,1.0,,,,,
2606,10625520,20848,0.006677419801529266,0.75,0.75,,,,,
2607,10629816,20856,0.007078339132120078,1.0,1.0,,,,,
2608,10635392,20864,0.006640186644626934,0.875,0.875,,,,,
2609,10639240,20872,0.005183729998149211,1.0,1.0,0.006092110484439406,0.875,0.875,,
2610,10644752,20880,0.004017957508219873,1.0,1.0,,,,,
2611,10649816,20888,0.004875731150487486,0.75,0.75,,,,,
2612,10653024,20896,0.006400975824290152,0.875,0.875,,,,,
2613,10655528,20904,0.008992478220541774,0.5,0.5,,,,,
2614,10658352,20912,0.009343659652864024,0.875,0.875,,,,,
2615,10662712,20920,0.004225055573571287,1.0,1.0,,,,,
2616,10666368,20928,0.005850625777996071,1.0,1.0,,,,,
2617,10669704,20936,0.008408684024762064,1.0,1.0,0.008199485988932163,0.625,0.625,,
2618,10676944,20944,0.005225732113174419,0.875,0.875,,,,,
2619,10680920,20952,0.006296884728896166,1.0,1.0,,,,,
2620,10685984,20960,0.006982205646804758,0.75,0.75,,,,,
2621,10689576,20968,0.003526446625610891,1.0,1.0,,,,,
2622,10693296,20976,0.004045976268542143,1.0,1.0,,,,,
2623,10697208,20984,0.0057277740728611,1.0,1.0,,,,,
2624,10700608,20992,0.006649930301594745,0.75,0.75,,,,,
2625,10705416,21000,0.007023101145595678,0.875,0.875,0.006896784401467543,1.0,1.0,,
2626,10709584,21008,0.008601356894115675,1.0,1.0,,,,,
2627,10713688,21016,0.004263394832975179,1.0,1.0,,,,,
2628,10716576,21024,0.005550429025029017,0.875,0.875,,,,,
2629,10719656,21032,0.008467523636413692,0.75,0.75,,,,,
2630,10722480,21040,0.00377764198584547,1.0,1.0,,,,,
2631,10726584,21048,0.004574292856831852,0.75,0.75,,,,,
2632,10730688,21056,0.006762057500229121,0.75,0.75,,,,,
2633,10734280,21064,0.006980091494833647,0.75,0.75,0.005252736059390776,0.875,0.875,,
2634,10738704,21072,0.0070395044763588354,0.875,0.875,,,,,
2635,10743128,21080,0.006302575271466573,0.75,0.75,,,,,
2636,10747296,21088,0.00346565871107035,0.875,0.875,,,,,
2637,10750824,21096,0.005252990076796047,1.0,1.0,,,,,
2638,10756144,21104,0.004797823762683689,1.0,1.0,,,,,
2639,10759864,21112,0.006583250568021024,1.0,1.0,,,,,
2640,10764096,21120,0.007291941774653621,0.625,0.625,,,,,
2641,10767944,21128,0.006627599350327949,0.875,0.875,0.004970929822644155,0.75,0.75,,
2642,10773328,21136,0.0038861885360247546,1.0,1.0,,,,,
2643,10777816,21144,0.0047857824065284235,0.875,0.875,,,,,
2644,10782240,21152,0.005937125794831318,0.75,0.75,,,,,
2645,10785576,21160,0.0039263463648484395,1.0,1.0,,,,,
2646,10788912,21168,0.006641740001756687,0.875,0.875,,,,,
2647,10792632,21176,0.006581515504558971,1.0,1.0,,,,,
2648,10796672,21184,0.00537582826052754,0.875,0.875,,,,,
2649,10800712,21192,0.005209166883461462,0.75,0.75,0.006550705593555751,0.875,0.875,,
2650,10807376,21200,0.005578898670041082,0.875,0.875,,,,,
2651,10812056,21208,0.007370364528465764,0.875,0.875,,,,,
2652,10815072,21216,0.004602185208323555,1.0,1.0,,,,,
2653,10819496,21224,0.005121914976832688,0.625,0.625,,,,,
2654,10825648,21232,0.003923852956463582,0.875,0.875,,,,,
2655,10829496,21240,0.003935222013587347,1.0,1.0,,,,,
2656,10833728,21248,0.006275688683549092,1.0,1.0,,,,,
2657,10836872,21256,0.008317060737240168,1.0,1.0,0.010139395011036136,0.625,0.625,,
2658,10840400,21264,0.0046605463412306225,1.0,1.0,,,,,
2659,10843544,21272,0.005885304776117161,0.875,0.875,,,,,
2660,10846368,21280,0.005867336776953128,0.75,0.75,,,,,
2661,10851816,21288,0.004893066429770508,1.0,1.0,,,,,
2662,10856560,21296,0.006252694068984042,0.875,0.875,,,,,
2663,10858808,21304,0.0056474019577636815,1.0,1.0,,,,,
2664,10863488,21312,0.006351983232950088,0.875,0.875,,,,,
2665,10867208,21320,0.004014010513991054,0.875,0.875,0.006471354996055808,0.75,0.75,,
2666,10871312,21328,0.0066517912247203775,1.0,1.0,,,,,
2667,10875480,21336,0.006660732894256499,0.875,0.875,,,,,
2668,10879584,21344,0.004666415335568372,1.0,1.0,,,,,
2669,10883688,21352,0.006415332581298192,0.875,0.875,,,,,
2670,10888240,21360,0.005160031743200118,0.875,0.875,,,,,
2671,10892984,21368,0.004566569941441054,0.875,0.875,,,,,
2672,10897472,21376,0.004081163789405823,1.0,1.0,,,,,
2673,10902216,21384,0.006128483753400763,1.0,1.0,0.008161206242907384,0.625,0.625,,
2674,10905040,21392,0.008508148453934454,0.875,0.875,,,,,
2675,10908824,21400,0.004623393475093873,0.875,0.875,,,,,
2676,10912864,21408,0.0055018249550030165,1.0,1.0,,,,,
2677,10916456,21416,0.008562197312439073,0.75,0.75,,,,,
2678,10920368,21424,0.0038541773187445237,1.0,1.0,,,,,
2679,10925624,21432,0.0063411441939106835,0.75,0.75,,,,,
2680,10929088,21440,0.005804665237693411,1.0,1.0,,,,,
2681,10933128,21448,0.006157911439729824,0.875,0.875,0.00545019363843823,1.0,1.0,,
2682,10935696,21456,0.006227774178061633,0.875,0.875,,,,,
2683,10939416,21464,0.006482506403047508,0.875,0.875,,,,,
2684,10943520,21472,0.006008031597748461,1.0,1.0,,,,,
2685,10947112,21480,0.004446520617102634,1.0,1.0,,,,,
2686,10951408,21488,0.006304478012660243,0.875,0.875,,,,,
2687,10955128,21496,0.00716191111514917,0.875,0.875,,,,,
2688,10958592,21504,0.006531674112564878,0.875,0.875,,,,,
2689,10962312,21512,0.006226439056071028,0.875,0.875,0.006355051130682025,0.875,0.875,,
2690,10966032,21520,0.005193437941102206,1.0,1.0,,,,,
2691,10970200,21528,0.0043166395629481375,1.0,1.0,,,,,
2692,10973856,21536,0.0038411496031494747,0.875,0.875,,,,,
2693,10976616,21544,0.005122381454023715,1.0,1.0,,,,,
2694,10980848,21552,0.005321176041210659,0.875,0.875,,,,,
2695,10984120,21560,0.006410301782222486,1.0,1.0,,,,,
2696,10987456,21568,0.0044701932919364315,1.0,1.0,,,,,
2697,10991432,21576,0.0066058699022550045,1.0,1.0,0.0071005442380751675,0.875,0.875,,
2698,10996240,21584,0.008963753792958409,0.875,0.875,,,,,
2699,11002904,21592,0.005349589300253325,1.0,1.0,,,,,
2700,11006624,21600,0.004422780170230656,1.0,1.0,,,,,
2701,11009384,21608,0.005007268377966787,1.0,1.0,,,,,
2702,11014000,21616,0.00507999406168778,0.625,0.625,,,,,
2703,11018040,21624,0.006300754378879387,0.875,0.875,,,,,
2704,11022464,21632,0.004914293643175065,0.875,0.875,,,,,
2705,11025864,21640,0.005849950045428354,1.0,1.0,0.005009252983882314,0.75,0.75,,
2706,11029776,21648,0.005531946341180347,1.0,1.0,,,,,
2707,11033560,21656,0.007753815529865872,0.875,0.875,,,,,
2708,11037984,21664,0.00599755872918708,0.875,0.875,,,,,
2709,11043048,21672,0.004498567305657691,0.875,0.875,,,,,
2710,11047472,21680,0.004838197783392765,0.875,0.875,,,,,
2711,11052600,21688,0.004642333755725026,1.0,1.0,,,,,
2712,11055808,21696,0.005303331196216085,0.875,0.875,,,,,
2713,11058440,21704,0.004918518980650441,1.0,1.0,0.006357764253303013,0.875,0.875,,
2714,11064528,21712,0.005033723731250737,0.875,0.875,,,,,
2715,11069976,21720,0.004497736931401991,0.625,0.625,,,,,
2716,11074848,21728,0.00602728159472361,1.0,1.0,,,,,
2717,11078760,21736,0.005271075381313975,1.0,1.0,,,,,
2718,11083504,21744,0.005932443609029899,0.875,0.875,,,,,
2719,11087544,21752,0.004415639588602578,1.0,1.0,,,,,
2720,11091200,21760,0.0031779603338004834,1.0,1.0,,,,,
2721,11094856,21768,0.0033617905929982316,1.0,1.0,0.006247849898580328,0.875,0.875,,
2722,11099152,21776,0.00449092738079773,1.0,1.0,,,,,
2723,11104152,21784,0.0027130175827698782,1.0,1.0,,,,,
2724,11108768,21792,0.004094544831289524,0.875,0.875,,,,,
2725,11113064,21800,0.00594533269186561,0.625,0.625,,,,,
2726,11116016,21808,0.0042033996680580525,1.0,1.0,,,,,
2727,11119992,21816,0.008712797985331614,0.875,0.875,,,,,
2728,11123072,21824,0.0058161209848338015,0.875,0.875,,,,,
2729,11126664,21832,0.003006456943079677,0.875,0.875,0.00799797520474133,0.625,0.625,,
2730,11130640,21840,0.006113884454746232,0.875,0.875,,,,,
2731,11134488,21848,0.005365320560140776,0.875,0.875,,,,,
2732,11137952,21856,0.007757025262443705,0.5,0.5,,,,,
2733,11141224,21864,0.006070508054911916,0.875,0.875,,,,,
2734,11144752,21872,0.005138964685420949,0.75,0.75,,,,,
2735,11150264,21880,0.0046404359864035205,1.0,1.0,,,,,
2736,11153984,21888,0.007591903528947267,0.875,0.875,,,,,
2737,11159176,21896,0.006917850077344658,0.75,0.75,0.005518385994574563,0.875,0.875,,
2738,11162896,21904,0.005764522414971895,0.875,0.875,,,,,
2739,11166104,21912,0.0053259569827551565,1.0,1.0,,,,,
2740,11172064,21920,0.006448156593928551,0.75,0.75,,,,,
2741,11176936,21928,0.005062272572107546,1.0,1.0,,,,,
2742,11180144,21936,0.005945367981180529,1.0,1.0,,,,,
2743,11183864,21944,0.007079263532001355,0.75,0.75,,,,,
2744,11187776,21952,0.006965844521000426,0.625,0.625,,,,,
2745,11193416,21960,0.0037829104989566295,0.75,0.75,0.007707734590193777,0.875,0.875,,
2746,11198032,21968,0.004529040309769544,1.0,1.0,,,,,
2747,11202776,21976,0.006214255043509118,1.0,1.0,,,,,
2748,11205920,21984,0.005817181517830741,0.75,0.75,,,,,
2749,11212648,21992,0.003902045322393351,1.0,1.0,,,,,
2750,11216240,22000,0.007935256046439892,0.75,0.75,,,,,
2751,11219960,22008,0.007340745664351554,0.75,0.75,,,,,
2752,11224320,22016,0.007940483052495633,0.875,0.875,,,,,
2753,11228744,22024,0.005355627007031763,0.875,0.875,0.004094205898401,1.0,1.0,,
2754,11232528,22032,0.005989296338899384,1.0,1.0,,,,,
2755,11236440,22040,0.0025452469938674793,1.0,1.0,,,,,
2756,11240032,22048,0.004465819706019937,0.875,0.875,,,,,
2757,11243496,22056,0.005704390662217048,0.75,0.75,,,,,
2758,11248304,22064,0.005635401983306164,0.75,0.75,,,,,
2759,11251576,22072,0.009976934736488806,0.875,0.875,,,,,
2760,11254912,22080,0.0077859309320473975,0.75,0.75,,,,,
2761,11259080,22088,0.004573438998869361,0.875,0.875,0.005306703586939698,1.0,1.0,,
2762,11262864,22096,0.005633363761026945,1.0,1.0,,,,,
2763,11266264,22104,0.005277691297380784,1.0,1.0,,,,,
2764,11270688,22112,0.003381462232745884,0.875,0.875,,,,,
2765,11273384,22120,0.005613321137074276,0.875,0.875,,,,,
2766,11277936,22128,0.006619127878417365,0.875,0.875,,,,,
2767,11282808,22136,0.005448116250180288,1.0,1.0,,,,,
2768,11288000,22144,0.004026232273701834,1.0,1.0,,,,,
2769,11292808,22152,0.00485912302338916,0.875,0.875,0.0075906545095197194,0.625,0.625,,
2770,11295696,22160,0.00822781929103694,0.875,0.875,,,,,
2771,11298904,22168,0.0093382096079229,0.625,0.625,,,,,
2772,11302880,22176,0.006851535259596043,0.875,0.875,,,,,
2773,11306344,22184,0.008130992428152902,0.875,0.875,,,,,
2774,11311152,22192,0.006161155584525903,0.625,0.625,,,,,
2775,11316280,22200,0.0036932184287138342,1.0,1.0,,,,,
2776,11319872,22208,0.006875759349605231,0.875,0.875,,,,,
2777,11324936,22216,0.00453893308561783,1.0,1.0,0.005646719620582768,1.0,1.0,,
